term_id,K,Q,J,Jʹ,term_lower_id,transition_id,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,Kr,Qr,r_s_1,index1,index0
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,2.0,2.0,2.0,-16929953182.811836,333,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,3.0,2.0,2.0,-2.0,13520187918.805779,337,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,2.0,1.0,-1.0,-18067111070.346947,338,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,2.0,2.0,-1.0,3613422214.06939,338,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,2.0,1.0,0.0,-18067111070.346947,339,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,2.0,2.0,0.0,-6258630863.966205,339,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,2.0,1.0,1.0,-11426644344.30779,340,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,2.0,2.0,1.0,-11426644344.307793,340,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,3.0,2.0,2.0,2.0,-10220301403.434296,341,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,3.0,3.0,2.0,0.0,0.0,357,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,358,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,359,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,3.0,1.0,-1.0,0.0,360,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,3.0,2.0,-1.0,0.0,360,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,3.0,1.0,0.0,0.0,361,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,3.0,2.0,0.0,0.0,361,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,362,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,362,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,363,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,3.0,2.0,-2.0,0.0,365,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,3.0,1.0,-1.0,0.0,366,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,3.0,2.0,-1.0,0.0,366,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,3.0,0.0,0.0,0.0,367,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,3.0,1.0,0.0,0.0,367,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,3.0,2.0,0.0,0.0,367,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,368,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,368,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,369,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,3.0,3.0,2.0,-2.0,0.0,373,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,3.0,1.0,-1.0,0.0,374,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,3.0,2.0,-1.0,0.0,374,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,3.0,1.0,0.0,0.0,375,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,3.0,2.0,0.0,0.0,375,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,3.0,1.0,1.0,0.0,376,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,3.0,2.0,1.0,0.0,376,251
3d3_L=2.0_S=1.0,3.0,-1.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,3.0,3.0,2.0,2.0,0.0,377,251
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,1.0,2.0,-1.0,0.0,181,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,182,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,183,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,1.0,2.0,-2.0,0.0,184,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,0.0,185,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,1.0,2.0,-1.0,0.0,185,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,186,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,186,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,187,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,187,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,188,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,1.0,2.0,2.0,-1.0,-11971284700.737026,189,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,1.0,2.0,2.0,0.0,20734873333.54851,190,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,1.0,2.0,2.0,1.0,-11971284700.737026,191,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,2.0,2.0,-2.0,0.0,192,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,1.0,-1.0,11472259872.364807,193,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,0.0,193,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,1.0,0.0,-19870536976.56949,194,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,194,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,1.0,1.0,11472259872.364807,195,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,195,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,196,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,2.0,2.0,-2.0,-18928263086.3281,198,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,1.0,-1.0,12826376465.07538,199,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,2.0,2.0,-1.0,5985642350.368513,199,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,200,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,200,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,2.0,2.0,0.0,16929953182.811842,200,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,1.0,1.0,-12826376465.07538,201,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,2.0,2.0,1.0,5985642350.368513,201,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,2.0,2.0,2.0,-18928263086.3281,202,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,1.0,3.0,2.0,-2.0,0.0,204,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,3.0,1.0,-1.0,0.0,205,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,1.0,3.0,2.0,-1.0,0.0,205,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,206,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,206,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,207,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,207,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,208,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,1.0,3.0,2.0,-2.0,0.0,210,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,3.0,1.0,-1.0,0.0,211,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,1.0,3.0,2.0,-1.0,0.0,211,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,212,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,212,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,212,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,213,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,213,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,214,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,1.0,3.0,2.0,-2.0,0.0,218,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,1.0,3.0,1.0,-1.0,0.0,219,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,1.0,3.0,2.0,-1.0,0.0,219,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,220,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,220,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,221,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,221,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,222,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,11971284700.737026,225,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,-20734873333.54851,226,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,11971284700.737026,227,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,0.0,228,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,-11472259872.364807,229,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,0.0,229,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,19870536976.56949,230,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,230,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,-11472259872.364807,231,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,231,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,232,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,1.0,2.0,-2.0,18928263086.3281,234,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,1.0,-1.0,12826376465.07538,235,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,2.0,-1.0,-5985642350.368513,235,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,236,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,236,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,2.0,0.0,-16929953182.811842,236,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,1.0,1.0,1.0,-12826376465.07538,237,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,1.0,2.0,1.0,-5985642350.368513,237,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,1.0,2.0,2.0,18928263086.3281,238,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,2.0,-1.0,-13247024651.046324,241,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,2.0,0.0,22944519744.72961,242,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,2.0,1.0,-13247024651.046324,243,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,2.0,-2.0,0.0,244,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,1.0,-1.0,32319430808.267807,245,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,2.0,-1.0,0.0,245,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,1.0,0.0,-55978896231.62672,246,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,246,252
3d3_L=2.0_S=1.0,3.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,1.0,1.0,32319430808.267807,247,252
