term_id,L,S,term_upper_id,Lu,transition_id,J,Jʹ,K,Q,Jʹʹ,Jʹʹʹ,Kʹ,Qʹ,Kr,Qr,coefficient
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-2.0,1.0,1.0,950724114.0381614
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-2.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-3.0,2.0,2.0,4.0,-1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,1.0,1.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,1.0,1.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-2.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-2.0,2.0,0.0,2904510145.0664682
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-1.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,-1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,0.0,2.0,2.0,0.0,2.0,2.0,-2904510145.0664682
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,0.0,1.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,1.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,1.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-2.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-2.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-1.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,1.0,-1.0,2.0,1.0,-3181731449.9110155
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,1.0,0.0,2.0,2.0,2249823884.146585
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-2.0,1.0,0.0,1676919714.118125
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-2.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-1.0,1.0,1.0,-2371522602.7166657
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,-1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,2.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-3.0,1.0,-1.0,-1026899409.8008113
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-3.0,2.0,-1.0,3080698229.4024353
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,0.0,-0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,1.0,0.0,1185761301.3583324
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-2.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-1.0,1.0,1.0,1325721437.4629228
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,-1.0,2.0,1.0,-2386298587.433262
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,1.0,2.0,3.0,0.0,2.0,2.0,-2755460263.642835
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-2.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-2.0,2.0,0.0,-2904510145.0664682
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-1.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,0.0,2.0,0.0,2.0,2.0,2904510145.0664682
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,1.0,-1.0,2.0,1.0,3181731449.9110155
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,1.0,0.0,2.0,2.0,-2249823884.146585
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,1.0,0.0,-1676919714.118125
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-2.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-1.0,1.0,1.0,2371522602.7166657
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,-1.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-3.0,1.0,-1.0,-1026899409.8008113
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-3.0,2.0,-1.0,-3080698229.4024353
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,0.0,-0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,1.0,0.0,1185761301.3583324
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-2.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-1.0,1.0,1.0,1325721437.4629228
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,-1.0,2.0,1.0,2386298587.433262
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,1.0,3.0,0.0,2.0,2.0,2755460263.642835
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,1.0,-1.0,2.0,1.0,-3673947018.1904454
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,1.0,0.0,2.0,2.0,2597872850.28256
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-2.0,1.0,0.0,3802896456.1526456
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-2.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-1.0,1.0,1.0,-5378107744.591651
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,-1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,2.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-3.0,1.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-3.0,2.0,-1.0,-1452255072.5332346
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,0.0,-0.0,8215195278.406489
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,1.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-2.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-1.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,-1.0,2.0,1.0,1124911942.0732925
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,3.0,0.0,2.0,2.0,1298936425.1412802
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-4.0,2.0,-2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-3.0,1.0,-1.0,4356765217.599704
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-3.0,2.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-2.0,1.0,0.0,3293404938.9900055
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-2.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-1.0,1.0,1.0,1646702469.4950027
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,-1.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-2.0,2.0,2.0,4.0,0.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,1.0,1.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-2.0,1.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-2.0,2.0,-1.0,-2249823884.146584
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-1.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,-1.0,2.0,0.0,1836973509.0952227
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,0.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,0.0,2.0,1.0,1836973509.0952227
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,0.0,2.0,2.0,1.0,2.0,2.0,-2249823884.146584
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,0.0,1.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-2.0,1.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-2.0,2.0,-1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-1.0,1.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,-1.0,2.0,0.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,0.0,1.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,0.0,2.0,1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,1.0,-1.0,2.0,0.0,2464558583.5219483
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,1.0,0.0,2.0,1.0,-2845827123.259999
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0,1006151828.470875
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,-2.0,1.0,-1.0,-749941294.7155282
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,-2.0,2.0,-1.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,-1.0,1.0,0.0,2121154299.9406765
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,-1.0,2.0,0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,0.0,1.0,1.0,-1836973509.095223
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,1.0,2.0,2.0,-0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-3.0,2.0,-2.0,-1948404637.7119205
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-2.0,1.0,-1.0,-1325721437.4629228
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-2.0,2.0,-1.0,2386298587.433262
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,0.0,-0.0,0.0
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,1.0,0.0,592880650.6791662
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,-1.0,2.0,0.0,1848418937.641461
2p3_L=1.0_S=1.0,1,1,3s3_L=0.0_S=1.0,0,3s3_L=0.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,-1.0,1.0,2.0,3.0,0.0,1.0,1.0,1452255072.5332341
