term_id,K,Q,J,Jʹ,term_lower_id,transition_id,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,r_e_0,index1,index0
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,1.0,3.0,0.0,212,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,1.0,3.0,0.0,213,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,1.0,3.0,0.0,214,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,1.0,3.0,0.0,215,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,1.0,3.0,0.0,216,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,1.0,3.0,0.0,217,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,1.0,3.0,0.0,218,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,1.0,3.0,0.0,219,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,1.0,3.0,0.0,220,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,1.0,3.0,0.0,221,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,1.0,3.0,0.0,222,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,3.0,1.0,3.0,0.0,223,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,4.0,1.0,3.0,0.0,224,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,1.0,0.0,225,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,1.0,0.0,226,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,1.0,0.0,227,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,1.0,0.0,228,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,1.0,0.0,229,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,1.0,0.0,230,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,1.0,0.0,231,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,1.0,0.0,232,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,1.0,0.0,233,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,1.0,0.0,234,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,1.0,0.0,235,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,1.0,0.0,236,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,1.0,0.0,237,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,1.0,0.0,238,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,1.0,0.0,239,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,2.0,2.0,0.0,240,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,2.0,0.0,241,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,2.0,211660000.0,242,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,2.0,0.0,243,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,2.0,0.0,244,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,2.0,0.0,245,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,2.0,0.0,246,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,2.0,0.0,247,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,2.0,0.0,248,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,2.0,0.0,249,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,2.0,0.0,250,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,2.0,0.0,251,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,2.0,0.0,252,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,2.0,0.0,253,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,2.0,0.0,254,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,2.0,0.0,255,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,2.0,2.0,0.0,256,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,2.0,2.0,0.0,257,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,2.0,2.0,0.0,258,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,2.0,2.0,0.0,259,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,2.0,2.0,0.0,260,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,2.0,2.0,0.0,261,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,2.0,2.0,0.0,262,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,3.0,2.0,2.0,0.0,263,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,4.0,2.0,2.0,0.0,264,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,2.0,3.0,0.0,265,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,2.0,3.0,0.0,266,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,2.0,3.0,0.0,267,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,2.0,3.0,0.0,268,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,2.0,3.0,0.0,269,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,2.0,3.0,0.0,270,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,2.0,3.0,0.0,271,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,2.0,3.0,0.0,272,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,2.0,3.0,0.0,273,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,2.0,3.0,0.0,274,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,2.0,3.0,0.0,275,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,2.0,3.0,0.0,276,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,2.0,3.0,0.0,277,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,2.0,3.0,0.0,278,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,2.0,3.0,0.0,279,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,2.0,3.0,0.0,280,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,2.0,3.0,0.0,281,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,2.0,3.0,0.0,282,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,2.0,3.0,0.0,283,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,2.0,3.0,0.0,284,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,2.0,3.0,0.0,285,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,2.0,3.0,0.0,286,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,3.0,2.0,3.0,0.0,287,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,4.0,2.0,3.0,0.0,288,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,1.0,0.0,300,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,1.0,0.0,301,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,1.0,0.0,302,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,1.0,0.0,303,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,1.0,0.0,304,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,1.0,0.0,305,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,1.0,0.0,306,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,1.0,0.0,307,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,1.0,0.0,308,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,1.0,0.0,309,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,3.0,1.0,0.0,310,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,3.0,1.0,0.0,311,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,3.0,1.0,0.0,312,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,3.0,1.0,0.0,313,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,1.0,0.0,314,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,1.0,0.0,315,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,1.0,0.0,316,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,3.0,1.0,0.0,317,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,3.0,1.0,0.0,318,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,3.0,3.0,1.0,0.0,319,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,4.0,3.0,1.0,0.0,320,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,3.0,2.0,0.0,321,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,3.0,2.0,0.0,322,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,3.0,2.0,0.0,323,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,2.0,0.0,324,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,2.0,0.0,325,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,2.0,0.0,326,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,2.0,0.0,327,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,2.0,0.0,328,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,2.0,0.0,329,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,2.0,0.0,330,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-1.0,3.0,2.0,0.0,331,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,0.0,3.0,2.0,0.0,332,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,1.0,3.0,2.0,0.0,333,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,2.0,3.0,2.0,0.0,334,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,3.0,3.0,2.0,0.0,335,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-4.0,3.0,2.0,0.0,336,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-3.0,3.0,2.0,0.0,337,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-2.0,3.0,2.0,0.0,338,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,-1.0,3.0,2.0,0.0,339,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,0.0,3.0,2.0,0.0,340,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,1.0,3.0,2.0,0.0,341,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,2.0,3.0,2.0,0.0,342,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,3.0,3.0,2.0,0.0,343,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,4.0,4.0,3.0,2.0,0.0,344,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,0.0,-0.0,3.0,3.0,0.0,356,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,-1.0,3.0,3.0,0.0,357,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,0.0,3.0,3.0,0.0,358,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,1.0,1.0,3.0,3.0,0.0,359,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-2.0,3.0,3.0,0.0,360,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,-1.0,3.0,3.0,0.0,361,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,0.0,3.0,3.0,0.0,362,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,1.0,3.0,3.0,0.0,363,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,2.0,2.0,3.0,3.0,0.0,364,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-3.0,3.0,3.0,0.0,365,242
3d3_L=2.0_S=1.0,1.0,0.0,2.0,2.0,2p3_L=1.0_S=1.0,3d3_L=2.0_S=1.0->2p3_L=1.0_S=1.0,3.0,-2.0,3.0,3.0,0.0,366,242
