term_id,K,Q,J,Jʹ,Kʹ,Qʹ,Jʹʹ,Jʹʹʹ,n_0,n_1,index1,index0
3d3_L=2.0_S=1.0,4.0,0.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,376,220
3d3_L=2.0_S=1.0,4.0,0.0,1.0,3.0,5.0,0.0,3.0,3.0,0.0,-0.0,386,220
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,-0.5976143046671968,201,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,-0.5282214092053229,213,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1403028703.7694602,1.1249999999999998,221,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,237,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,253,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,-0.0,261,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,0.18298126367784995,277,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,0.0,0.12990381056766576,285,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,0.0,-0.692820323027551,295,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,309,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,-0.0,317,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,333,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,-0.0,341,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,0.0,-0.0,351,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,369,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,-0.0,377,221
3d3_L=2.0_S=1.0,4.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,0.0,-0.0,387,221
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,-0.5345224838248487,202,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,-0.4724555912615341,214,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1403028703.7694602,2.2499999999999996,222,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,238,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,254,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,0.0,-0.0,262,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0.16366341767699424,278,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,0.0,0.2598076211353315,286,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,0.0,-0.6480740698407861,296,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,310,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,-0.0,318,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,334,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,0.0,-0.0,342,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,0.0,-0.0,352,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,370,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,0.0,-0.0,378,222
3d3_L=2.0_S=1.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,3.0,0.0,-0.0,388,222
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,-0.408248290463863,203,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,-0.36084391824351625,215,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,1403028703.7694602,3.375000000000001,223,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,239,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,255,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,-0.0,263,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,0.125,279,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,0.0,0.3897114317029974,287,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,0.0,-0.5656854249492381,297,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,311,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,0.0,-0.0,319,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,335,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,0.0,-0.0,343,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,0.0,-0.0,353,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,371,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,0.0,-0.0,379,223
3d3_L=2.0_S=1.0,4.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,0.0,-0.0,389,223
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,1.0,3.0,1403028703.7694602,4.5,224,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,0.0,-0.0,264,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,0.0,0.519615242270663,288,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,0.0,-0.4242640687119285,298,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,-0.0,320,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,0.0,-0.0,344,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,0.0,-0.0,354,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,-0.0,380,224
3d3_L=2.0_S=1.0,4.0,4.0,1.0,3.0,5.0,4.0,3.0,3.0,0.0,-0.0,390,224
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.43301270189221924,181,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,1.0,-0.0,0.08660254037844387,185,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,1.0,2.0,-0.0,0.0,189,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,2.0,-0.0,-0.0,193,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,1.0,3.0,-0.0,0.0,205,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,1.0,-1325082664.4772654,-1.4999999999999996,225,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,1.0,-0.0,0.4472135954999581,229,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,2.0,-0.0,0.5809475019311123,241,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,2.0,-0.0,-0.3968626966596886,245,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,2.0,3.0,-0.0,0.0,265,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,2.0,3.0,-0.0,0.0,269,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,3.0,1.0,-0.0,-0.5291502622129182,301,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,3.0,2.0,-0.0,0.0,321,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,3.0,2.0,-0.0,-0.0,325,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,1.0,-1.0,3.0,3.0,-0.0,0.0,357,225
3d3_L=2.0_S=1.0,1.0,-1.0,2.0,1.0,2.0,-1.0,3.0,3.0,-0.0,-0.0,361,225
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,-0.0,-0.7071067811865474,180,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.0,0.0,182,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,-0.0,0.09999999999999999,186,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,-0.0,-0.0,190,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,-0.0,-0.0,194,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,-0.0,0.0,206,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,-1325082664.4772654,0.0,226,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,-0.0,0.5163977794943223,230,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,-0.0,0.5477225575051659,240,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,-0.0,-0.0,242,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,-0.0,-0.45825756949558394,246,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,-0.0,-0.0,266,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,-0.0,0.0,270,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,-0.0,-0.6110100926607785,302,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,-0.0,-0.0,322,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,-0.0,-0.0,326,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,-0.0,0.0,356,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,-0.0,-0.0,358,226
3d3_L=2.0_S=1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,-0.0,-0.0,362,226
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.0,0.43301270189221924,183,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.08660254037844387,187,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-0.0,-0.0,191,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,-0.0,-0.0,195,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,-0.0,0.0,207,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-1325082664.4772654,1.4999999999999996,227,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,-0.0,0.4472135954999581,231,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.0,-0.5809475019311123,243,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.0,-0.3968626966596886,247,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,-0.0,-0.0,267,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,-0.0,0.0,271,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.0,-0.5291502622129182,303,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,-0.0,-0.0,323,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,-0.0,-0.0,327,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,-0.0,-0.0,359,227
3d3_L=2.0_S=1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,-0.0,-0.0,363,227
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,1.0,1.0,-0.0,-0.38729833462074165,184,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,1.0,2.0,-0.0,-0.0,192,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,1.0,2.0,-0.0,-0.0,198,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,1.0,3.0,-0.0,-0.0,204,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,1.0,3.0,-0.0,-0.0,210,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,1.0,-1325082664.4772654,-2.111111111111111,228,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,1.0,-0.0,0.3142696805273545,234,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,2.0,-0.0,0.5916079783099615,244,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,2.0,-0.0,-0.4472135954999579,250,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2.0,3.0,-0.0,-0.0,268,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,2.0,3.0,-0.0,0.0,274,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.0,1.0,-0.0,-0.26293687924887177,300,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,3.0,1.0,-0.0,-0.44444444444444436,306,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.0,2.0,-0.0,-0.0,324,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,3.0,2.0,-0.0,-0.0,330,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,2.0,-2.0,3.0,3.0,-0.0,-0.0,360,228
3d3_L=2.0_S=1.0,2.0,-2.0,2.0,1.0,3.0,-2.0,3.0,3.0,-0.0,-0.0,366,228
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.5809475019311126,181,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,1.0,-0.0,-0.19364916731037085,185,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,1.0,2.0,-0.0,-0.0,189,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,2.0,-0.0,-0.0,193,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,1.0,2.0,-0.0,-0.0,199,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,1.0,3.0,-0.0,-0.0,205,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,1.0,3.0,-0.0,-0.0,211,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,2.0,1.0,-0.0,0.4472135954999581,225,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,1.0,-1325082664.4772654,-1.0555555555555556,229,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,2.0,1.0,-0.0,0.3975231959999626,235,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,2.0,2.0,-0.0,0.2598076211353316,241,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,2.0,-0.0,0.2958039891549808,245,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,2.0,2.0,-0.0,-0.5656854249492379,251,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,2.0,3.0,-0.0,0.0,265,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,2.0,3.0,-0.0,-0.0,269,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,2.0,3.0,-0.0,0.0,275,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,3.0,1.0,-0.0,-0.13146843962443588,301,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,3.0,1.0,-0.0,-0.562182695141045,307,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,3.0,2.0,-0.0,-0.0,321,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,3.0,2.0,-0.0,-0.0,325,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,3.0,2.0,-0.0,-0.0,331,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,1.0,-1.0,3.0,3.0,-0.0,-0.0,357,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,2.0,-1.0,3.0,3.0,-0.0,-0.0,361,229
3d3_L=2.0_S=1.0,2.0,-1.0,2.0,1.0,3.0,-1.0,3.0,3.0,-0.0,-0.0,367,229
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.0,-0.6708203932499367,182,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,-0.0,-0.0,186,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,-0.0,-0.0,190,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,-0.0,-0.0,194,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,-0.0,-0.0,200,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,-0.0,-0.0,206,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,-0.0,-0.0,212,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,-0.0,0.5163977794943223,226,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,-1325082664.4772654,-0.0,230,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,-0.0,0.421637021355784,236,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,-0.0,0.3,242,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,-0.0,0.0,246,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,-0.0,-0.6000000000000001,252,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,-0.0,0.0,266,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,-0.0,-0.0,270,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,-0.0,0.0,276,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,-0.0,-0.0,302,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,-0.0,-0.5962847939999438,308,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,-0.0,-0.0,322,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,-0.0,-0.0,326,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,2.0,-0.0,-0.0,332,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,-0.0,-0.0,358,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,-0.0,-0.0,362,230
3d3_L=2.0_S=1.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0,-0.0,-0.0,368,230
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-0.0,-0.5809475019311126,183,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.19364916731037085,187,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-0.0,-0.0,191,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,-0.0,0.0,195,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,-0.0,-0.0,201,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,-0.0,0.0,207,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,-0.0,-0.0,213,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,-0.0,0.4472135954999581,227,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,-1325082664.4772654,1.0555555555555556,231,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,-0.0,0.3975231959999626,237,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,-0.0,0.2598076211353316,243,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.0,-0.2958039891549808,247,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,-0.0,-0.5656854249492379,253,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,-0.0,0.0,267,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,-0.0,0.0,271,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,-0.0,0.0,277,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.0,0.13146843962443588,303,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,-0.0,-0.562182695141045,309,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,-0.0,-0.0,323,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,-0.0,0.0,327,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,-0.0,-0.0,333,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,-0.0,-0.0,359,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,-0.0,0.0,363,231
3d3_L=2.0_S=1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,-0.0,-0.0,369,231
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,-0.0,0.38729833462074165,188,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-0.0,0.0,196,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,-0.0,-0.0,202,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,-0.0,0.0,208,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,-0.0,-0.0,214,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,-1325082664.4772654,2.111111111111111,232,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,-0.0,0.3142696805273545,238,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,-0.0,-0.5916079783099615,248,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,-0.0,-0.4472135954999579,254,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,-0.0,0.0,272,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,-0.0,0.0,278,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,-0.0,0.26293687924887177,304,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,-0.0,-0.44444444444444436,310,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,-0.0,0.0,328,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,-0.0,-0.0,334,232
3d3_L=2.0_S=1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,-0.0,0.0,364,232
