wavelength_A,I,Q,U,V
5.875758965804837317e+03,5.165684302447729470e-01,-4.005221252707496203e-03,-2.910106789820106430e-03,-7.860888372743365937e-02
5.875760633861551469e+03,5.175534070575924517e-01,-4.324113966942301490e-03,-2.664160883913078200e-03,-7.913654005228658306e-02
5.875762301918265621e+03,5.185440941295060835e-01,-4.640282373753646002e-03,-2.419428086773661116e-03,-7.964584533015668655e-02
5.875763969974978863e+03,5.195403416754251769e-01,-4.953545544438390374e-03,-2.176034811380404138e-03,-8.013666441674162366e-02
5.875765638031693015e+03,5.205420024080901209e-01,-5.263725290575782534e-03,-1.934106252033075939e-03,-8.060886883795630176e-02
5.875767306088407167e+03,5.215489315595432940e-01,-5.570646320342936483e-03,-1.693766281713870742e-03,-8.106233702190651647e-02
5.875768974145121319e+03,5.225609868985575668e-01,-5.874136368680081544e-03,-1.455137317789597599e-03,-8.149695453548624902e-02
5.875770642201834562e+03,5.235780287337653549e-01,-6.174026378088860560e-03,-1.218340248033063537e-03,-8.191261431113390501e-02
5.875772310258548714e+03,5.245999199104869337e-01,-6.470150627235754688e-03,-9.834942978741022419e-04,-8.230921687902877093e-02
5.875773978315262866e+03,5.256265257909642497e-01,-6.762346886732245599e-03,-7.507169335845114691e-04,-8.268667059060587354e-02
5.875775646371977018e+03,5.266577142295799652e-01,-7.050456575466298829e-03,-5.201237657359339102e-04,-8.304489184110783184e-02
5.875777314428690261e+03,5.276933555351767113e-01,-7.334324805532641163e-03,-2.918283280438571051e-04,-8.338380530003271229e-02
5.875778982485404413e+03,5.287333224229840978e-01,-7.613800689834544083e-03,-6.594216471032182463e-05,-8.370334410709015516e-02
5.875780650542118565e+03,5.297774899533179704e-01,-7.888737376005207705e-03,1.574253984533077473e-04,-8.400345009403402396e-02
5.875782318598832717e+03,5.308257354638616921e-01,-8.158992199445788338e-03,3.781673371289144656e-04,-8.428407398876210099e-02
5.875783986655545959e+03,5.318779384882827976e-01,-8.424426804109309136e-03,5.961790462485080195e-04,-8.454517561618253574e-02
5.875785654712260111e+03,5.329339806673717428e-01,-8.684907319397831491e-03,8.113583855600341828e-04,-8.478672408714149622e-02
5.875787322768974263e+03,5.339937456456712583e-01,-8.940304404032428653e-03,1.023605884148065439e-03,-8.500869799436620855e-02
5.875788990825688415e+03,5.350571189623191115e-01,-9.190493429912400050e-03,1.232824755149636168e-03,-8.521108558615396456e-02
5.875790658882401658e+03,5.361239879292859500e-01,-9.435354646485172650e-03,1.438920945756850438e-03,-8.539388493377692013e-02
5.875792326939115810e+03,5.371942415057719966e-01,-9.674773141396246501e-03,1.641803415736710955e-03,-8.555710411439926277e-02
5.875793994995829962e+03,5.382677701546942917e-01,-9.908639133560805112e-03,1.841384009036511503e-03,-8.570076134584370120e-02
5.875795663052544114e+03,5.393444656996621012e-01,-1.013684796688594028e-02,2.037577679422589421e-03,-8.582488514735341079e-02
5.875797331109257357e+03,5.404242211692446007e-01,-1.035930024149219267e-02,2.230302541381777061e-03,-8.592951447401707410e-02
5.875798999165971509e+03,5.415069306377964242e-01,-1.057590191154698066e-02,2.419479953760024938e-03,-8.601469884498957885e-02
5.875800667222685661e+03,5.425924890539286505e-01,-1.078656437682800825e-02,2.605034599217847645e-03,-8.608049846086188173e-02
5.875802335279399813e+03,5.436807920688030427e-01,-1.099120457029006265e-02,2.786894561338580916e-03,-8.612698431070710259e-02
5.875804003336113055e+03,5.447717358556586342e-01,-1.118974503930707416e-02,2.964991397817188633e-03,-8.615423826757927228e-02
5.875805671392827207e+03,5.458652169284325950e-01,-1.138211402190651353e-02,3.139260210516099398e-03,-8.616235317237946889e-02
5.875807339449541359e+03,5.469611319506572089e-01,-1.156824551614668746e-02,3.309639710528969932e-03,-8.615143290537739806e-02
5.875809007506255512e+03,5.480593775474127405e-01,-1.174807934431276561e-02,3.476072280456373158e-03,-8.612159244530696867e-02
5.875810675562968754e+03,5.491598501115312336e-01,-1.192156121013027148e-02,3.638504031983355938e-03,-8.607295791533280116e-02
5.875812343619682906e+03,5.502624456122851004e-01,-1.208864275007928181e-02,3.796884859643679961e-03,-8.600566661543984637e-02
5.875814011676397058e+03,5.513670593976403023e-01,-1.224928157719275962e-02,3.951168489006720227e-03,-8.591986704118907692e-02
5.875815679733111210e+03,5.524735860031335655e-01,-1.240344131855908479e-02,4.101312521710471885e-03,-8.581571888803617154e-02
5.875817347789824453e+03,5.535819189586750344e-01,-1.255109164555247118e-02,4.247278474667348994e-03,-8.569339304115024258e-02
5.875819015846538605e+03,5.546919506013445744e-01,-1.269220829707590724e-02,4.389031815210209068e-03,-8.555307154989429119e-02
5.875820683903252757e+03,5.558035718856551011e-01,-1.282677309466468719e-02,4.526541990368225174e-03,-8.539494758766479066e-02
5.875822351959966909e+03,5.569166722041307693e-01,-1.295477395083324129e-02,4.659782451785578899e-03,-8.521922539545284669e-02
5.875824020016680151e+03,5.580311392095876899e-01,-1.307620486918557173e-02,4.788730675019245951e-03,-8.502612020985327035e-02
5.875825688073394304e+03,5.591468586474036551e-01,-1.319106593715057424e-02,4.913368173849116949e-03,-8.481585817432120422e-02
5.875827356130108456e+03,5.602637141888022754e-01,-1.329936331006238009e-02,5.033680508468773608e-03,-8.458867623501194200e-02
5.875829024186822608e+03,5.613815872783950445e-01,-1.340110919057786038e-02,5.149657285251878734e-03,-8.434482201865128870e-02
5.875830692243535850e+03,5.625003569872388809e-01,-1.349632178509639104e-02,5.261292169509762875e-03,-8.408455369563430648e-02
5.875832360300250002e+03,5.636198998792336656e-01,-1.358502528226012730e-02,5.368582853447903709e-03,-8.380813982236699766e-02
5.875834028356964154e+03,5.647400898824579407e-01,-1.366724979168509359e-02,5.471531058468051545e-03,-8.351585917095065426e-02
5.875835696413678306e+03,5.658607981780761076e-01,-1.374303129069770306e-02,5.570142511457537061e-03,-8.320800053867348500e-02
5.875837364470391549e+03,5.669818930980441429e-01,-1.381241155914307919e-02,5.664426919145540244e-03,-8.288486254149525501e-02
5.875839032527105701e+03,5.681032400396013315e-01,-1.387543810599246343e-02,5.754397936950954827e-03,-8.254675338922896899e-02
5.875840700583819853e+03,5.692247013874525141e-01,-1.393216409004477581e-02,5.840073128295722449e-03,-8.219399064496790697e-02
5.875842368640534005e+03,5.703461364566992930e-01,-1.398264821756609738e-02,5.921473935013089537e-03,-8.182690096728237328e-02
5.875844036697248157e+03,5.714674014475470409e-01,-1.402695466269029967e-02,5.998625607521203967e-03,-8.144581983288404214e-02
5.875845704753961400e+03,5.725883494158264808e-01,-1.406515294718031599e-02,6.071557164437584204e-03,-8.105109124603308846e-02
5.875847372810675552e+03,5.737088302625622527e-01,-1.409731782875922948e-02,6.140301328438620837e-03,-8.064306742843492526e-02
5.875849040867389704e+03,5.748286907340217633e-01,-1.412352916164346522e-02,6.204894485895740171e-03,-8.022210849645980413e-02
5.875850708924103856e+03,5.759477744441884317e-01,-1.414387182857948511e-02,6.265376512296224124e-03,-7.978858211479199214e-02
5.875852376980817098e+03,5.770659219116011096e-01,-1.415843550877882162e-02,6.321790845772999254e-03,-7.934286314646586680e-02
5.875854045037531250e+03,5.781829706162145976e-01,-1.416731459140873131e-02,6.374184306444363561e-03,-7.888533327575003584e-02
5.875855713094245402e+03,5.792987550679097319e-01,-1.417060800689214084e-02,6.422607031385667818e-03,-7.841638062389898189e-02
5.875857381150959554e+03,5.804131068985325381e-01,-1.416841906560066880e-02,6.467112381051479120e-03,-7.793639934730559049e-02
5.875859049207672797e+03,5.815258549675182964e-01,-1.416085528903477872e-02,6.507756841134236872e-03,-7.744578922353501094e-02
5.875860717264386949e+03,5.826368254885001541e-01,-1.414802823507422223e-02,6.544599918469789709e-03,-7.694495522282175648e-02
5.875862385321101101e+03,5.837458421668247910e-01,-1.413005331604735328e-02,6.577704033078377900e-03,-7.643430706998152746e-02
5.875864053377815253e+03,5.848527263598879422e-01,-1.410704961099229493e-02,6.607134405348670178e-03,-7.591425879214389050e-02
5.875865721434528496e+03,5.859572972502418153e-01,-1.407913967207182794e-02,6.632958938839161357e-03,-7.538522825736374000e-02
5.875867389491242648e+03,5.870593720382456526e-01,-1.404644932543973671e-02,6.655248099074661562e-03,-7.484763670164358562e-02
5.875869057547956800e+03,5.881587661441149972e-01,-1.400910746716147945e-02,6.674074788322655744e-03,-7.430190824981686148e-02
5.875870725604670952e+03,5.892552934308398216e-01,-1.396724585434979023e-02,6.689514216776899953e-03,-7.374846942552132356e-02
5.875872393661384194e+03,5.903487664376237953e-01,-1.392099889204564782e-02,6.701643770398324311e-03,-7.318774865573912658e-02
5.875874061718098346e+03,5.914389966303870150e-01,-1.387050341615140431e-02,6.710542875623669822e-03,-7.262017576750671999e-02
5.875875729774812498e+03,5.925257946588508018e-01,-1.381589847318551688e-02,6.716292861207305565e-03,-7.204618148257312116e-02
5.875877397831526650e+03,5.936089706314169323e-01,-1.375732509686479130e-02,6.718976817586997871e-03,-7.146619690506543499e-02
5.875879065888239893e+03,5.946883343972424463e-01,-1.369492608236374219e-02,6.718679453997668423e-03,-7.088065300812169955e-02
5.875880733944954045e+03,5.957636958417407147e-01,-1.362884575839966306e-02,6.715486953670633460e-03,-7.028998011690366921e-02
5.875882402001668197e+03,5.968348651849785247e-01,-1.355922975817894574e-02,6.709486827443295054e-03,-6.969460739420646478e-02
5.875884070058382349e+03,5.979016532937074802e-01,-1.348622478903253527e-02,6.700767766105055097e-03,-6.909496232349354727e-02
5.875885738115095592e+03,5.989638719964978097e-01,-1.340997840180235129e-02,6.689419491814082783e-03,-6.849147019561521721e-02
5.875887406171809744e+03,6.000213344077891531e-01,-1.333063876004655750e-02,6.675532608887552871e-03,-6.788455359654518850e-02
5.875889074228523896e+03,6.010738552504664156e-01,-1.324835441024838946e-02,6.659198454403846001e-03,-6.727463190256142977e-02
5.875890742285238048e+03,6.021212511872646722e-01,-1.316327405272590782e-02,6.640508948828212007e-03,-6.666212077750105491e-02
5.875892410341951290e+03,6.031633411505802345e-01,-1.307554631442922437e-02,6.619556447119269091e-03,-6.604743167855173236e-02
5.875894078398665442e+03,6.041999466762951743e-01,-1.298531952361719338e-02,6.596433590541363710e-03,-6.543097136775147260e-02
5.875895746455379594e+03,6.052308922313092143e-01,-1.289274148769387583e-02,6.571233159716166616e-03,-6.481314143573344011e-02
5.875897414512093746e+03,6.062560055448499297e-01,-1.279795927375277850e-02,6.544047929012927235e-03,-6.419433783215434952e-02
5.875899082568806989e+03,6.072751179333448768e-01,-1.270111899311191818e-02,6.514970522803900134e-03,-6.357495040929396490e-02
5.875900750625521141e+03,6.082880646242136979e-01,-1.260236558970070052e-02,6.484093273755701069e-03,-6.295536247583082001e-02
5.875902418682235293e+03,6.092946850686513649e-01,-1.250184263367046592e-02,6.451508083697163679e-03,-6.233595036733806383e-02
5.875904086738949445e+03,6.102948232532324768e-01,-1.239969211957774216e-02,6.417306287111549171e-03,-6.171708302766323179e-02
5.875905754795662688e+03,6.112883280003124087e-01,-1.229605427047630525e-02,6.381578517769388725e-03,-6.109912160763219385e-02
5.875907422852376840e+03,6.122750532627487807e-01,-1.219106734768025078e-02,6.344414578603424330e-03,-6.048241907793239225e-02
5.875909090909090992e+03,6.132548584031205507e-01,-1.208486746766803017e-02,6.305903315165523743e-03,-5.986731986242165016e-02
5.875910758965805144e+03,6.142276084673622405e-01,-1.197758841538429549e-02,6.266132509552439951e-03,-5.925415948631820862e-02
5.875912427022518386e+03,6.151931744429179894e-01,-1.186936151424934638e-02,6.225188694381240430e-03,-5.864326424346042593e-02
5.875914095079232538e+03,6.161514335074064208e-01,-1.176031540275588108e-02,6.183157143573161062e-03,-5.803495088415055320e-02
5.875915763135946690e+03,6.171022692578210789e-01,-1.165057592241001277e-02,6.140121691244577323e-03,-5.742952632305450139e-02
5.875917431192660842e+03,6.180455719306122697e-01,-1.154026596065786323e-02,6.096164645487620222e-03,-5.682728736603806508e-02
5.875919099249374085e+03,6.189812386030743019e-01,-1.142950531329300565e-02,6.051366688842675472e-03,-5.622852045971334090e-02
5.875920767306088237e+03,6.199091733818060668e-01,-1.131841055492649288e-02,6.005806784126700888e-03,-5.563350146058478746e-02
5.875922435362802389e+03,6.208292875694043644e-01,-1.120709491929050214e-02,5.959562085228607003e-03,-5.504249542930605976e-02
5.875924103419516541e+03,6.217414998190368136e-01,-1.109566818751190308e-02,5.912707853797485522e-03,-5.445575644391415643e-02
5.875925771476229784e+03,6.226457362683472940e-01,-1.098423658610449272e-02,5.865317381356417031e-03,-5.387352743739914213e-02
5.875927439532943936e+03,6.235419306582397070e-01,-1.087290269385802338e-02,5.817461916948278924e-03,-5.329604005593897853e-02
5.875929107589658088e+03,6.244300244284350931e-01,-1.076176535856850254e-02,5.769210601019559952e-03,-5.272351454297274920e-02
5.875930775646372240e+03,6.253099667993616828e-01,-1.065091962261749403e-02,5.720630404773771778e-03,-5.215615964275881894e-02
5.875932443703085482e+03,6.261817148323580717e-01,-1.054045665840127287e-02,5.671786075458935816e-03,-5.159417252842287555e-02
5.875934111759799634e+03,6.270452334739108347e-01,-1.043046371272220163e-02,5.622740087558363541e-03,-5.103773875065770183e-02
5.875935779816513786e+03,6.279004955763439755e-01,-1.032102406115278752e-02,5.573552600174699716e-03,-5.048703221175046552e-02
5.875937447873227939e+03,6.287474819044417407e-01,-1.021221697112999031e-02,5.524281420017091229e-03,-4.994221515857204252e-02
5.875939115929941181e+03,6.295861811206321379e-01,-1.010411767474918461e-02,5.474981970211802683e-03,-4.940343819908640799e-02
5.875940783986655333e+03,6.304165897544902197e-01,-9.996797350022847486e-03,5.425707265267992567e-03,-4.887084033840812664e-02
5.875942452043369485e+03,6.312387121494626996e-01,-9.890323112062884489e-03,5.376507891405984604e-03,-4.834454903864046638e-02
5.875944120100083637e+03,6.320525603963733641e-01,-9.784758012102167529e-03,5.327431992921577951e-03,-4.782468029615485894e-02
5.875945788156796880e+03,6.328581542467301979e-01,-9.680161045741503961e-03,5.278525263797816114e-03,-4.731133874042178084e-02
5.875947456213511032e+03,6.336555210116591175e-01,-9.576587169058899812e-03,5.229830944915636604e-03,-4.680461775036463823e-02
5.875949124270225184e+03,6.344446954399942662e-01,-9.474087323536392949e-03,5.181389826692273451e-03,-4.630459959207314236e-02
5.875950792326939336e+03,6.352257195847711424e-01,-9.372708468245784588e-03,5.133240256734969073e-03,-4.581135557156464089e-02
5.875952460383653488e+03,6.359986426522057368e-01,-9.272493619969394973e-03,5.085418152614387677e-03,-4.532494620611415143e-02
5.875954128440366731e+03,6.367635208359739840e-01,-9.173481900634617922e-03,5.037957019516299192e-03,-4.484542141191336095e-02
5.875955796497080883e+03,6.375204171395556507e-01,-9.075708591494268535e-03,4.990887972464199719e-03,-4.437282070601894501e-02
5.875957464553795035e+03,6.382694011811241852e-01,-8.979205194554983754e-03,4.944239763304690734e-03,-4.390717342566231168e-02
5.875959132610509187e+03,6.390105489900074209e-01,-8.883999499831271920e-03,4.898038811750515288e-03,-4.344849895883819146e-02
5.875960800667222429e+03,6.397439427889359820e-01,-8.790115658951548963e-03,4.852309240690709513e-03,-4.299680698950131968e-02
5.875962468723936581e+03,6.404696707676799106e-01,-8.697574264135223693e-03,4.807072915257543273e-03,-4.255209775343189033e-02
5.875964136780650733e+03,6.411878268425341698e-01,-8.606392433001095951e-03,4.762349485837229744e-03,-4.211436230780912782e-02
5.875965804837364885e+03,6.418985104105013884e-01,-8.516583897831256703e-03,4.718156434299968643e-03,-4.168358280869172844e-02
5.875967472894078128e+03,6.426018260925431269e-01,-8.428159099723525616e-03,4.674509123638662111e-03,-4.125973279939840893e-02
5.875969140950792280e+03,6.432978834715653571e-01,-8.341125286684366799e-03,4.631420850487470188e-03,-4.084277750604798501e-02
5.875970809007506432e+03,6.439867968197507953e-01,-8.255486616047188336e-03,4.588902900700915499e-03,-4.043267414302857687e-02
5.875972477064220584e+03,6.446686848238046830e-01,-8.171244267322765736e-03,4.546964594903762230e-03,-4.002937222272665713e-02
5.875974145120933827e+03,6.453436703028749832e-01,-8.088396522125519336e-03,4.505613396952950871e-03,-3.963281387324369548e-02
5.875975813177647979e+03,6.460118799243877996e-01,-8.006938912481746315e-03,4.464854915247925063e-03,-3.924293415830013010e-02
5.875977481234362131e+03,6.466734439128581924e-01,-7.926864327546424491e-03,4.424692977903423204e-03,-3.885966140458027573e-02
5.875979149291076283e+03,6.473284957598149925e-01,-7.848163107716018411e-03,4.385129737062533166e-03,-3.848291752996996912e-02
5.875980817347789525e+03,6.479771719297281463e-01,-7.770823179972640576e-03,4.346165705573097268e-03,-3.811261837509630213e-02
5.875982485404503677e+03,6.486196115671185591e-01,-7.694830172605604014e-03,4.307799832736622023e-03,-3.774867403548333444e-02
5.875984153461217829e+03,6.492559561999063922e-01,-7.620167535417977055e-03,4.270029574214656565e-03,-3.739098919647333708e-02
5.875985821517931981e+03,6.498863494468507529e-01,-7.546816660208995574e-03,4.232850962524040313e-03,-3.703946346616295709e-02
5.875987489574645224e+03,6.505109367241256324e-01,-7.474757001880215010e-03,4.196258678275345197e-03,-3.669399170883871214e-02
5.875989157631359376e+03,6.511298649559191798e-01,-7.403966199372969195e-03,4.160246121720483775e-03,-3.635446437586110913e-02
5.875990825688073528e+03,6.517432822842418316e-01,-7.334420196777411555e-03,4.124805484720803911e-03,-3.602076783634273333e-02
5.875992493744787680e+03,6.523513377854243123e-01,-7.266093363532647072e-03,4.089927822594463178e-03,-3.569278470319534047e-02
5.875994161801500923e+03,6.529541811884429503e-01,-7.198958614087121524e-03,4.055603125955143523e-03,-3.537039415694803735e-02
5.875995829858215075e+03,6.535519625996968340e-01,-7.132987526333536138e-03,4.021820392103961882e-03,-3.505347226455862025e-02
5.875997497914929227e+03,6.541448322294821649e-01,-7.068150459099540976e-03,3.988567696215850750e-03,-3.474189229547831187e-02
5.875999165971643379e+03,6.547329401273016547e-01,-7.004416667789205297e-03,3.955832261704040655e-03,-3.443552503095304029e-02
5.876000834028356621e+03,6.553164359211853807e-01,-6.941754418512718905e-03,3.923600529952530822e-03,-3.413423906886265541e-02
5.876002502085070773e+03,6.558954685653932692e-01,-6.880131100087950348e-03,3.891858229056768988e-03,-3.383790112161041280e-02
5.876004170141784925e+03,6.564701860918008558e-01,-6.819513334265211134e-03,3.860590441724547680e-03,-3.354637630928549580e-02
5.876005838198499077e+03,6.570407353717137022e-01,-6.759867083318079999e-03,3.829781671865127753e-03,-3.325952844440500239e-02
5.876007506255212320e+03,6.576072618833866956e-01,-6.701157755378162051e-03,3.799415910034236333e-03,-3.297722031053298974e-02
5.876009174311926472e+03,6.581699094893311841e-01,-6.643350306971938443e-03,3.769476697426071658e-03,-3.269931393251566953e-02
5.876010842368640624e+03,6.587288202187082664e-01,-6.586409343129605125e-03,3.739947188578638358e-03,-3.242567084052582621e-02
5.876012510425354776e+03,6.592841340613109224e-01,-6.530299214303563436e-03,3.710810212374250280e-03,-3.215615232457992578e-02
5.876014178482068019e+03,6.598359887683573621e-01,-6.474984110495397155e-03,3.682048331518847362e-03,-3.189061968174588396e-02
5.876015846538782171e+03,6.603845196639807069e-01,-6.420428152116798050e-03,3.653643900230380947e-03,-3.162893445405354914e-02
5.876017514595496323e+03,6.609298594627462942e-01,-6.366595477980803441e-03,3.625579120323914328e-03,-3.137095865926824156e-02
5.876019182652210475e+03,6.614721380993620059e-01,-6.313450329745656092e-03,3.597836095319439931e-03,-3.111655501145632607e-02
5.876020850708923717e+03,6.620114825658806046e-01,-6.260957133221865117e-03,3.570396882771727232e-03,-3.086558713358087541e-02
5.876022518765637869e+03,6.625480167600109604e-01,-6.209080576141392041e-03,3.543243544593086512e-03,-3.061791976030657503e-02
5.876024186822352021e+03,6.630818613399460659e-01,-6.157785682802298030e-03,3.516358195569412471e-03,-3.037341893316201566e-02
5.876025854879066173e+03,6.636131335915650409e-01,-6.107037884975742917e-03,3.489723049741499245e-03,-3.013195218527385533e-02
5.876027522935779416e+03,6.641419473033427501e-01,-6.056803089523285846e-03,3.463320464857672521e-03,-2.989338871782550033e-02
5.876029190992493568e+03,6.646684126524503577e-01,-6.007047742355152778e-03,3.437132984710689152e-03,-2.965759956666151262e-02
5.876030859049207720e+03,6.651926360973691166e-01,-5.957738889175010280e-03,3.411143379568543424e-03,-2.942445776111149783e-02
5.876032527105921872e+03,6.657147202827761179e-01,-5.908844232459770952e-03,3.385334684404639125e-03,-2.919383847249807512e-02
5.876034195162635115e+03,6.662347639519455855e-01,-5.860332185121463512e-03,3.359690235152479765e-03,-2.896561915443968474e-02
5.876035863219349267e+03,6.667528618701028531e-01,-5.812171924946770742e-03,3.334193695444106868e-03,-2.873967967346632846e-02
5.876037531276063419e+03,6.672691047539708320e-01,-5.764333422550099902e-03,3.308829120504613776e-03,-2.851590243232036276e-02
5.876039199332777571e+03,6.677835792131624482e-01,-5.716787511165164100e-03,3.283580942760882301e-03,-2.829417248277521849e-02
5.876040867389490813e+03,6.682963676986373169e-01,-5.669505919657996489e-03,3.258434010847738229e-03,-2.807437763108482781e-02
5.876042535446204965e+03,6.688075484615892963e-01,-5.622461292869279648e-03,3.233373643781146337e-03,-2.785640853414703827e-02
5.876044203502919117e+03,6.693171955179549881e-01,-5.575627239874764683e-03,3.208385629499442386e-03,-2.764015878839182205e-02
5.876045871559633269e+03,6.698253786241165075e-01,-5.528978360159283838e-03,3.183456253456711221e-03,-2.742552500941023569e-02
5.876047539616346512e+03,6.703321632590281132e-01,-5.482490270577474074e-03,3.158572318780355093e-03,-2.721240690425458589e-02
5.876049207673060664e+03,6.708376106159699148e-01,-5.436139629037443216e-03,3.133721164457985327e-03,-2.700070733520796434e-02
5.876050875729774816e+03,6.713417775992562841e-01,-5.389904155396704234e-03,3.108890681780895199e-03,-2.679033237702305170e-02
5.876052543786488968e+03,6.718447168312648987e-01,-5.343762649158387799e-03,3.084069328750605344e-03,-2.658119136553079020e-02
5.876054211843203120e+03,6.723464766653695079e-01,-5.297695004303660561e-03,3.059246142905370537e-03,-2.637319693952819288e-02
5.876055879899916363e+03,6.728471012059542566e-01,-5.251682221350146250e-03,3.034410752278088753e-03,-2.616626507555979211e-02
5.876057547956630515e+03,6.733466303366513195e-01,-5.205706416558416282e-03,3.009553384520323883e-03,-2.596031511522959440e-02
5.876059216013344667e+03,6.738450997524632058e-01,-5.159750828664852289e-03,2.984664874571006047e-03,-2.575526978694641853e-02
5.876060884070058819e+03,6.743425410009640242e-01,-5.113799822753209781e-03,2.959736670583471268e-03,-2.555105522005745103e-02
5.876062552126772061e+03,6.748389815280172455e-01,-5.067838891784220111e-03,2.934760838320780649e-03,-2.534760095335503172e-02
5.876064220183486214e+03,6.753344447309835852e-01,-5.021854655623746340e-03,2.909730063794159320e-03,-2.514483993687013572e-02
5.876065888240200366e+03,6.758289500148567663e-01,-4.975834857782250771e-03,2.884637654900831273e-03,-2.494270852890451140e-02
5.876067556296914518e+03,6.763225128564798183e-01,-4.929768359908879780e-03,2.859477541029477755e-03,-2.474114648632645685e-02
5.876069224353627760e+03,6.768151448722725672e-01,-4.883645134017416782e-03,2.834244271799837497e-03,-2.454009695009757436e-02
5.876070892410341912e+03,6.773068538924313930e-01,-4.837456252668070021e-03,2.808933014057906751e-03,-2.433950642494730338e-02
5.876072560467056064e+03,6.777976440370760969e-01,-4.791193877297536714e-03,2.783539547922917780e-03,-2.413932475514586271e-02
5.876074228523770216e+03,6.782875157994308069e-01,-4.744851244452479543e-03,2.758060261364510442e-03,-2.393950509441570076e-02
5.876075896580483459e+03,6.787764661315247583e-01,-4.698422650329794198e-03,2.732492143737851476e-03,-2.374000387194464060e-02
5.876077564637197611e+03,6.792644885353256168e-01,-4.651903433458890944e-03,2.706832778080339903e-03,-2.354078075340233431e-02
5.876079232693911763e+03,6.797515731548445794e-01,-4.605289955995526922e-03,2.681080332483448073e-03,-2.334179859892564560e-02
5.876080900750625915e+03,6.802377068742385680e-01,-4.558579583217212475e-03,2.655233550307411084e-03,-2.314302341609911565e-02
5.876082568807339158e+03,6.807228734174396445e-01,-4.511770661714094126e-03,2.629291739509044892e-03,-2.294442430988437309e-02
5.876084236864053310e+03,6.812070534522191023e-01,-4.464862496055938511e-03,2.603254760971160375e-03,-2.274597342841484793e-02
5.876085904920767462e+03,6.816902246942476706e-01,-4.417855324434058657e-03,2.577123016112598409e-03,-2.254764590657880666e-02
5.876087572977481614e+03,6.821723620161589396e-01,-4.370750292851426771e-03,2.550897433544922072e-03,-2.234941980544006418e-02
5.876089241034194856e+03,6.826534375571763347e-01,-4.323549428357950988e-03,2.524579455057870611e-03,-2.215127604944000170e-02
5.876090909090909008e+03,6.831334208362187521e-01,-4.276255611106210414e-03,2.498171020812279836e-03,-2.195319836025646718e-02
5.876092577147623160e+03,6.836122788640601744e-01,-4.228872545726032779e-03,2.471674554021325004e-03,-2.175517318926327090e-02
5.876094245204337312e+03,6.840899762595519240e-01,-4.181404731582714224e-03,2.445092944884296512e-03,-2.155718964663337275e-02
5.876095913261050555e+03,6.845664753654999712e-01,-4.133857432417891754e-03,2.418429534051737446e-03,-2.135923942897027805e-02
5.876097581317764707e+03,6.850417363670938675e-01,-4.086236645129802912e-03,2.391688095514476423e-03,-2.116131674439826124e-02
5.876099249374478859e+03,6.855157174085420024e-01,-4.038549068243862603e-03,2.364872819105254178e-03,-2.096341823699273549e-02
5.876100917431193011e+03,6.859883747128510123e-01,-3.990802069493988580e-03,2.337988292610506183e-03,-2.076554290858821303e-02
5.876102585487906254e+03,6.864596627004434515e-01,-3.943003653202124814e-03,2.311039483431036063e-03,-2.056769203986393707e-02
5.876104253544620406e+03,6.869295341094506790e-01,-3.895162427061470579e-03,2.284031719940023564e-03,-2.036986910958055869e-02
5.876105921601334558e+03,6.873979401134303613e-01,-3.847287568871909664e-03,2.256970672717348043e-03,-2.017207971387637369e-02
5.876107589658048710e+03,6.878648304414086700e-01,-3.799388792204191467e-03,2.229862336422624991e-03,-1.997433148361056968e-02
5.876109257714761952e+03,6.883301534959725965e-01,-3.751476314999005728e-03,2.202713006397833025e-03,-1.977663400167029017e-02
5.876110925771476104e+03,6.887938564722861923e-01,-3.703560822057387712e-03,2.175529265339900490e-03,-1.957899871906618877e-02
5.876112593828190256e+03,6.892558854737974583e-01,-3.655653433519650761e-03,2.148317959904169020e-03,-1.938143887173525773e-02
5.876114261884904408e+03,6.897161856295360716e-01,-3.607765670307052242e-03,2.121086182049024618e-03,-1.918396939601814399e-02
5.876115929941617651e+03,6.901747012087700028e-01,-3.559909420362608861e-03,2.093841249502097299e-03,-1.898660684469240245e-02
5.876117597998331803e+03,6.906313757359091587e-01,-3.512096904903309110e-03,2.066590686150141139e-03,-1.878936930239947720e-02
5.876119266055045955e+03,6.910861521014599607e-01,-3.464340645124212078e-03,2.039342202694156142e-03,-1.859227630234236081e-02
5.876120934111760107e+03,6.915389726739209486e-01,-3.416653428963773755e-03,2.012103677179956102e-03,-1.839534874221000066e-02
5.876122602168473350e+03,6.919897794084550746e-01,-3.369048278323698645e-03,1.984883135818343337e-03,-1.819860880120123189e-02
5.876124270225187502e+03,6.924385139551875179e-01,-3.321538416534549221e-03,1.957688733860743838e-03,-1.800207985696253288e-02
5.876125938281901654e+03,6.928851177630590552e-01,-3.274137236518302654e-03,1.930528736835410977e-03,-1.780578640428672962e-02
5.876127606338615806e+03,6.933295321840352576e-01,-3.226858269179539752e-03,1.903411501869178412e-03,-1.760975397354157951e-02
5.876129274395329048e+03,6.937716985736125386e-01,-3.179715152487876985e-03,1.876345459368308115e-03,-1.741400905063799839e-02
5.876130942452043200e+03,6.942115583904437948e-01,-3.132721600987627922e-03,1.849339094905592690e-03,-1.721857899738334086e-02
5.876132610508757352e+03,6.946490532911047122e-01,-3.085891376188035912e-03,1.822400931582017101e-03,-1.702349197400361905e-02
