wavelength_A,I,Q,U,V
5.876509591326104783e+03,7.261854247811510010e-01,-2.537059862474629607e-05,1.523901871351377348e-05,-9.648507784303606233e-05
5.876511259382818935e+03,7.261894990109377668e-01,-2.455243355383863782e-05,1.474562399184796066e-05,-9.304006232207092883e-05
5.876512927439533087e+03,7.261934396774083478e-01,-2.375559039825306818e-05,1.426505463625335453e-05,-8.970278504152184992e-05
5.876514595496247239e+03,7.261972505777223308e-01,-2.297970940771471232e-05,1.379709588154672778e-05,-8.647043241892342618e-05
5.876516263552960481e+03,7.262009354189470356e-01,-2.222443001037352332e-05,1.334153240408582084e-05,-8.334024693197199284e-05
5.876517931609674633e+03,7.262044978197860212e-01,-2.148939107168128802e-05,1.289814847734006658e-05,-8.030952642244013724e-05
5.876519599666388785e+03,7.262079413122576321e-01,-2.077423115416880204e-05,1.246672812815197377e-05,-7.737562341861327895e-05
5.876521267723102937e+03,7.262112693433651067e-01,-2.007858876940329414e-05,1.204705528842931340e-05,-7.453594444158757534e-05
5.876522935779816180e+03,7.262144852767293823e-01,-1.940210262843438128e-05,1.163891394605701807e-05,-7.178794932686642118e-05
5.876524603836530332e+03,7.262175923942069122e-01,-1.874441188556841276e-05,1.124208829190799676e-05,-6.912915054005365717e-05
5.876526271893244484e+03,7.262205938974621855e-01,-1.810515638088027100e-05,1.085636286622311834e-05,-6.655711250805095090e-05
5.876527939949958636e+03,7.262234929095336966e-01,-1.748397687385251249e-05,1.048152269975261652e-05,-6.406945093801618861e-05
5.876529608006671879e+03,7.262262924763647209e-01,-1.688051527376769245e-05,1.011735345304306689e-05,-6.166383214957134610e-05
5.876531276063386031e+03,7.262289955683188802e-01,-1.629441486211843736e-05,9.763641551022953381e-06,-5.933797239752507466e-05
5.876532944120100183e+03,7.262316050816568502e-01,-1.572532051235584182e-05,9.420174316073655059e-06,-5.708963721321302362e-05
5.876534612176814335e+03,7.262341238400042975e-01,-1.517287889991222466e-05,9.086740095326219531e-06,-5.491664073225855118e-05
5.876536280233527577e+03,7.262365545957890633e-01,-1.463673870763735745e-05,8.763128385279821521e-06,-5.281684503261814306e-05
5.876537948290241729e+03,7.262389000316636922e-01,-1.411655082275660814e-05,8.449129951382762372e-06,-5.078815946841475998e-05
5.876539616346955881e+03,7.262411627618907684e-01,-1.361196852972170844e-05,8.144536945214328333e-06,-4.882854001430981991e-05
5.876541284403670033e+03,7.262433453337236999e-01,-1.312264769320393297e-05,7.849143015787015393e-06,-4.693598860340852431e-05
5.876542952460383276e+03,7.262454502287536418e-01,-1.264824693548945628e-05,7.562743417535359422e-06,-4.510855246995081210e-05
5.876544620517097428e+03,7.262474798642480911e-01,-1.218842780515789204e-05,7.285135113102701612e-06,-4.334432349102775809e-05
5.876546288573811580e+03,7.262494365944532904e-01,-1.174285494091689989e-05,7.016116873263273247e-06,-4.164143753851014631e-05
5.876547956630525732e+03,7.262513227118878589e-01,-1.131119622528016417e-05,6.755489370767482294e-06,-3.999807381921402570e-05
5.876549624687238975e+03,7.262531404486155528e-01,-1.089312293262507189e-05,6.503055270828147706e-06,-3.841245423015767564e-05
5.876551292743953127e+03,7.262548919774963752e-01,-1.048830986804079631e-05,6.258619316098115925e-06,-3.688284270217477551e-05
5.876552960800667279e+03,7.262565794134155928e-01,-1.009643550117093585e-05,6.021988408671211343e-06,-3.540754455932353247e-05
5.876554628857381431e+03,7.262582048145002078e-01,-9.717182090156463868e-06,5.792971686158179432e-06,-3.398490586838403985e-05
5.876556296914094673e+03,7.262597701833131136e-01,-9.350235799632746121e-06,5.571380594127111953e-06,-3.261331279805175710e-05
5.876557964970808825e+03,7.262612774680317074e-01,-8.995286809821683780e-06,5.357028953294867429e-06,-3.129119097136094012e-05
5.876559633027522977e+03,7.262627285636038543e-01,-8.652029420868644058e-06,5.149733023518828060e-06,-3.001700483386374828e-05
5.876561301084237130e+03,7.262641253128905294e-01,-8.320162146791083973e-06,4.949311562469919904e-06,-2.878925700782154426e-05
5.876562969140950372e+03,7.262654695077899181e-01,-7.999387804564930563e-06,4.755585880196504304e-06,-2.760648766239421359e-05
5.876564637197664524e+03,7.262667628903454187e-01,-7.689413594380662952e-06,4.568379889073970921e-06,-2.646727387435272711e-05
5.876566305254378676e+03,7.262680071538324400e-01,-7.389951174774769700e-06,4.387520150625696843e-06,-2.537022900311425804e-05
5.876567973311092828e+03,7.262692039438335412e-01,-7.100716729289925466e-06,4.212835916792726255e-06,-2.431400205845309667e-05
5.876569641367806071e+03,7.262703548592936986e-01,-6.821431027022758535e-06,4.044159168215022143e-06,-2.329727707635175836e-05
5.876571309424520223e+03,7.262714614535634716e-01,-6.551819475877245046e-06,3.881324647777287141e-06,-2.231877249397616454e-05
5.876572977481234375e+03,7.262725252354191863e-01,-6.291612171103767712e-06,3.724169890673959658e-06,-2.137724053337048251e-05
5.876574645537948527e+03,7.262735476700729054e-01,-6.040543935223920615e-06,3.572535250489297332e-06,-2.047146658088948529e-05
5.876576313594661769e+03,7.262745301801651898e-01,-5.798354353442180155e-06,3.426263921564353925e-06,-1.960026857655882207e-05
5.876577981651375922e+03,7.262754741467429831e-01,-5.564787801734936362e-06,3.285201957392998420e-06,-1.876249640166417326e-05
5.876579649708090074e+03,7.262763809102181778e-01,-5.339593470543460480e-06,3.149198286206407727e-06,-1.795703127350718514e-05
5.876581317764804226e+03,7.262772517713151910e-01,-5.122525381494689408e-06,3.018104722349685200e-06,-1.718278514171702126e-05
5.876582985821518378e+03,7.262780879920036625e-01,-4.913342399267942987e-06,2.891775974726640215e-06,-1.643870009112710011e-05
5.876584653878231620e+03,7.262788907964113916e-01,-4.711808237963123532e-06,2.770069651900452013e-06,-1.572374774469393035e-05
5.876586321934945772e+03,7.262796613717281691e-01,-4.517691461881326144e-06,2.652846263796583703e-06,-1.503692867171285309e-05
5.876587989991659924e+03,7.262804008690919577e-01,-4.330765482496784020e-06,2.539969221088430537e-06,-1.437727180643957366e-05
5.876589658048374076e+03,7.262811104044584187e-01,-4.150808549296251170e-06,2.431304830858595229e-06,-1.374383386072876431e-05
5.876591326105087319e+03,7.262817910594613346e-01,-3.977603736923655378e-06,2.326722290004452284e-06,-1.313569875083974867e-05
5.876592994161801471e+03,7.262824438822538253e-01,-3.810938927103956436e-06,2.226093675467217644e-06,-1.255197702087812533e-05
5.876594662218515623e+03,7.262830698883386837e-01,-3.650606787492838909e-06,2.129293932578528267e-06,-1.199180528052022878e-05
5.876596330275229775e+03,7.262836700613818364e-01,-3.496404745347480710e-06,2.036200860256485208e-06,-1.145434563935946535e-05
5.876597998331943018e+03,7.262842453540133691e-01,-3.348134957981898631e-06,1.946695094224642163e-06,-1.093878515065919398e-05
5.876599666388657170e+03,7.262847966886158968e-01,-3.205604279094549016e-06,1.860660087743505177e-06,-1.044433526061190052e-05
5.876601334445371322e+03,7.262853249580945025e-01,-3.068624222271481393e-06,1.777982090549117061e-06,-9.970231260593785509e-06
5.876603002502085474e+03,7.262858310266397943e-01,-2.937010920621118899e-06,1.698550125474968805e-06,-9.515731750466191249e-06
5.876604670558798716e+03,7.262863157304706441e-01,-2.810585083477955732e-06,1.622255963274041988e-06,-9.080118100810702551e-06
5.876606338615512868e+03,7.262867798785688223e-01,-2.689171949950233550e-06,1.548994095483881528e-06,-8.662693925616612000e-06
5.876608006672227020e+03,7.262872242533962019e-01,-2.572601240330839203e-06,1.478661705983886603e-06,-8.262784561429799881e-06
5.876609674728941172e+03,7.262876496116010827e-01,-2.460707104168955484e-06,1.411158640510577096e-06,-7.879736549568237602e-06
5.876611342785654415e+03,7.262880566847111918e-01,-2.353328066447332859e-06,1.346387374992675688e-06,-7.512917128569094307e-06
5.876613010842368567e+03,7.262884461798118085e-01,-2.250306970975617160e-06,1.284252982197092543e-06,-7.161713727626796656e-06
5.876614678899082719e+03,7.262888187802138962e-01,-2.151490922542251819e-06,1.224663097510185276e-06,-6.825533474290392755e-06
5.876616346955796871e+03,7.262891751461062473e-01,-2.056731226263048750e-06,1.167527883176060109e-06,-6.503802702042181552e-06
5.876618015012510114e+03,7.262895159151956381e-01,-1.965883325676140731e-06,1.112759991551881127e-06,-6.195966466868878521e-06
5.876619683069224266e+03,7.262898417033377685e-01,-1.878806738958458013e-06,1.060274527322892627e-06,-5.901488072628175821e-06
5.876621351125938418e+03,7.262901531051502158e-01,-1.795364994060234486e-06,1.009989008998945773e-06,-5.619848601500668021e-06
5.876623019182652570e+03,7.262904506946159522e-01,-1.715425562054200259e-06,9.618233292963872822e-07,-5.350546450472798966e-06
5.876624687239365812e+03,7.262907350256746497e-01,-1.638859789631530005e-06,9.156997150131253040e-07,-5.093096877232480890e-06
5.876626355296079964e+03,7.262910066328005509e-01,-1.565542830350934456e-06,8.715426860324977791e-07,-4.847031551351814421e-06
5.876628023352794116e+03,7.262912660315696822e-01,-1.495353575254683277e-06,8.292790140843988344e-07,-4.611898114751776878e-06
5.876629691409508268e+03,7.262915137192136328e-01,-1.428174582455728986e-06,7.888376806921329251e-07,-4.387259747863766190e-06
5.876631359466221511e+03,7.262917501751618987e-01,-1.363892006189399310e-06,7.501498348533105836e-07,-4.172694742547844466e-06
5.876633027522935663e+03,7.262919758615722365e-01,-1.302395525170627146e-06,7.131487502712146775e-07,-3.967796082995961161e-06
5.876634695579649815e+03,7.262921912238511357e-01,-1.243578270970541991e-06,6.777697825496778656e-07,-3.772171037295223948e-06
5.876636363636363967e+03,7.262923966911586371e-01,-1.187336755509623591e-06,6.439503258545684768e-07,-3.585440748794487275e-06
5.876638031693077210e+03,7.262925926769068230e-01,-1.133570798821811894e-06,6.116297697041650522e-07,-3.407239843526198011e-06
5.876639699749791362e+03,7.262927795792433194e-01,-1.082183456348252418e-06,5.807494554551870792e-07,-3.237216038531574214e-06
5.876641367806505514e+03,7.262929577815245841e-01,-1.033080946605918058e-06,5.512526329928781851e-07,-3.075029761229814922e-06
5.876643035863219666e+03,7.262931276527794244e-01,-9.861725786678035585e-07,5.230844172870196863e-07,-2.920353775730205243e-06
5.876644703919932908e+03,7.262932895481593043e-01,-9.413706799239874187e-07,4.961917450959485325e-07,-2.772872814883283010e-06
5.876646371976647060e+03,7.262934438093802125e-01,-8.985905240213902255e-07,4.705233317593168824e-07,-2.632283221346236782e-06
5.876648040033361212e+03,7.262935907651516532e-01,-8.577502593495622927e-07,4.460296283005636640e-07,-2.498292595588187516e-06
5.876649708090075364e+03,7.262937307315970870e-01,-8.187708377571576538e-07,4.226627786506107909e-07,-2.370619452339599707e-06
5.876651376146788607e+03,7.262938640126636036e-01,-7.815759438369945895e-07,4.003765771965660258e-07,-2.248992882813038335e-06
5.876653044203502759e+03,7.262939909005190486e-01,-7.460919246500329596e-07,3.791264265783726647e-07,-2.133152224062493331e-06
5.876654712260216911e+03,7.262941116759431548e-01,-7.122477203472861849e-07,3.588692960105230847e-07,-2.022846738856956637e-06
5.876656380316931063e+03,7.262942266087037968e-01,-6.799747951017500412e-07,3.395636797746740553e-07,-1.917835296700316050e-06
5.876658048373644306e+03,7.262943359579303593e-01,-6.492070691761205795e-07,3.211695563845446870e-07,-1.817886071880404321e-06
5.876659716430358458e+03,7.262944399724671207e-01,-6.198808512717883941e-07,3.036483479026957522e-07,-1.722776235017468704e-06
5.876661384487072610e+03,7.262945388912297462e-01,-5.919347723238831972e-07,2.869628801196902436e-07,-1.632291667232626560e-06
5.876663052543786762e+03,7.262946329435416848e-01,-5.653097196383782499e-07,2.710773429234430574e-07,-1.546226668565180914e-06
5.876664720600500004e+03,7.262947223494661264e-01,-5.399487722178746682e-07,2.559572513747853489e-07,-1.464383679535918056e-06
5.876666388657214156e+03,7.262948073201290766e-01,-5.157971369345368373e-07,2.415694072824253798e-07,-1.386573008655594515e-06
5.876668056713928308e+03,7.262948880580327726e-01,-4.928020858259986957e-07,2.278818614431350279e-07,-1.312612567185515350e-06
5.876669724770642460e+03,7.262949647573606615e-01,-4.709128942797324609e-07,2.148638764084613474e-07,-1.242327610575686095e-06
5.876671392827355703e+03,7.262950376042714984e-01,-4.500807802552502433e-07,2.024858898659316537e-07,-1.175550483805519512e-06
5.876673060884069855e+03,7.262951067771896696e-01,-4.302588446583131908e-07,1.907194787078133040e-07,-1.112120378381907810e-06
5.876674728940784007e+03,7.262951724470819714e-01,-4.114020127761765078e-07,1.795373237286039326e-07,-1.051883091298718672e-06
5.876676396997498159e+03,7.262952347777312800e-01,-3.934669768356477435e-07,1.689131749914034342e-07,-9.946907944300539171e-07
5.876678065054211402e+03,7.262952939259968987e-01,-3.764121396034227219e-07,1.588218178250677308e-07,-9.404018054916048066e-07
5.876679733110925554e+03,7.262953500420729069e-01,-3.601975592462023507e-07,1.492390395520169698e-07,-8.888803710047397037e-07
5.876681401167639706e+03,7.262954032697326312e-01,-3.447848952433538525e-07,1.401415968653937914e-07,-8.399964489302309953e-07
5.876683069224353858e+03,7.262954537465724503e-01,-3.301373555557507616e-07,1.315071839794310688e-07,-7.936255051744456876e-07
5.876684737281068010e+03,7.262955016042407230e-01,-3.162196449108377035e-07,1.233144012802365497e-07,-7.496483076926402209e-07
5.876686405337781252e+03,7.262955469686667165e-01,-3.029979141713300459e-07,1.155427249899352363e-07,-7.079507331053910638e-07
5.876688073394495405e+03,7.262955899602772103e-01,-2.904397110168796288e-07,1.081724772078467518e-07,-6.684235757220484686e-07
5.876689741451209557e+03,7.262956306942087714e-01,-2.785139317755883547e-07,1.011847969015781139e-07,-6.309623634360913416e-07
5.876691409507923709e+03,7.262956692805114800e-01,-2.671907742981970500e-07,9.456161141548842942e-08,-5.954671767104599994e-07
5.876693077564636951e+03,7.262957058243505459e-01,-2.564416923080800529e-07,8.828560885638074464e-08,-5.618424799373311062e-07
5.876694745621351103e+03,7.262957404261936034e-01,-2.462393503610411610e-07,8.234021103085598675e-08,-5.299969475113338295e-07
5.876696413678065255e+03,7.262957731819995599e-01,-2.365575806531261993e-07,7.670954713317535189e-08,-4.998433050497706294e-07
5.876698081734779407e+03,7.262958041833977862e-01,-2.273713405277126641e-07,7.137842819184180199e-08,-4.712981709641973211e-07
5.876699749791492650e+03,7.262958335178582026e-01,-2.186566711102016283e-07,6.633232207941650357e-08,-4.442819008787936805e-07
5.876701417848206802e+03,7.262958612688645843e-01,-2.103906574010698301e-07,6.155732930450351602e-08,-4.187184450779031064e-07
5.876703085904920954e+03,7.262958875160714367e-01,-2.025513891602475494e-07,5.704015941218419945e-08,-3.945352013763975594e-07
5.876704753961635106e+03,7.262959123354625346e-01,-1.951179230731236388e-07,5.276810809004757080e-08,-3.716628784316121416e-07
5.876706422018348349e+03,7.262959357995013576e-01,-1.880702459653531578e-07,4.872903491270119154e-08,-3.500353614130264304e-07
5.876708090075062501e+03,7.262959579772771956e-01,-1.813892391250955206e-07,4.491134176422684466e-08,-3.295895843444496554e-07
5.876709758131776653e+03,7.262959789346463690e-01,-1.750566437008461307e-07,4.130395189944224868e-08,-3.102654055298414946e-07
5.876711426188490805e+03,7.262959987343639012e-01,-1.690550269973183129e-07,3.789628955109559028e-08,-2.920054828790766285e-07
5.876713094245204047e+03,7.262960174362195209e-01,-1.633677500988107911e-07,3.467826033166084401e-08,-2.747551636741523944e-07
5.876714762301918199e+03,7.262960350971604528e-01,-1.579789362286108779e-07,3.164023208427469466e-08,-2.584623684756013369e-07
5.876716430358632351e+03,7.262960517714129871e-01,-1.528734402751392007e-07,2.877301643347859432e-08,-2.430774842198023057e-07
5.876718098415346503e+03,7.262960675106002739e-01,-1.480368192209728660e-07,2.606785088184643555e-08,-2.285532592620094276e-07
5.876719766472059746e+03,7.262960823638537899e-01,-1.434553035764048854e-07,2.351638151209676649e-08,-2.148447031473656246e-07
5.876721434528773898e+03,7.262960963779229173e-01,-1.391157697273890626e-07,2.111064624144370344e-08,-2.019089894400724189e-07
5.876723102585488050e+03,7.262961095972789716e-01,-1.350057132615742851e-07,1.884305866439406271e-08,-1.897053633047188689e-07
5.876724770642202202e+03,7.262961220642137894e-01,-1.311132230952880889e-07,1.670639238352004114e-08,-1.781950493667262043e-07
5.876726438698915445e+03,7.262961338189384275e-01,-1.274269565887065787e-07,1.469376593177890328e-08,-1.673411665760813310e-07
5.876728106755629597e+03,7.262961448996750891e-01,-1.239361155105841541e-07,1.279862820572465225e-08,-1.571086457623336397e-07
5.876729774812343749e+03,7.262961553427468298e-01,-1.206304227938140899e-07,1.101474438827213165e-08,-1.474641480314153770e-07
5.876731442869057901e+03,7.262961651826606024e-01,-1.175001001114329335e-07,9.336182362414423659e-09,-1.383759865629740658e-07
5.876733110925771143e+03,7.262961744521931884e-01,-1.145358463947529267e-07,7.757299649521044201e-09,-1.298140556465123904e-07
5.876734778982485295e+03,7.262961831824689130e-01,-1.117288169385675511e-07,6.272730834080640662e-09,-1.217497574308190163e-07
5.876736447039199447e+03,7.262961914030334754e-01,-1.090706034000884425e-07,4.877375344349679918e-09,-1.141559329206419746e-07
5.876738115095913599e+03,7.262961991419299990e-01,-1.065532145318739410e-07,3.566385825830854162e-09,-1.070067984183390989e-07
5.876739783152626842e+03,7.262962064257657557e-01,-1.041690575653894030e-07,2.335156821129789677e-09,-1.002778794691266609e-07
5.876741451209340994e+03,7.262962132797817771e-01,-1.019109203874084445e-07,1.179313993845074346e-09,-9.394595325224347474e-08
5.876743119266055146e+03,7.262962197279153598e-01,-9.977195436066507405e-08,9.470369645215117327e-11,-8.798898911598260128e-08
5.876744787322769298e+03,7.262962257928615717e-01,-9.774565774734436294e-08,-9.226171016847952374e-10,-8.238609148917797129e-08
5.876746455379482541e+03,7.262962314961335375e-01,-9.582585992587549394e-08,-1.876390354649871817e-09,-7.711744914006510591e-08
5.876748123436196693e+03,7.262962368581169503e-01,-9.400670607707112576e-08,-2.770166257379043122e-09,-7.216428164384451047e-08
5.876749791492910845e+03,7.262962418981261381e-01,-9.228264258164279933e-08,-3.607312087284801177e-09,-6.750879173805151319e-08
5.876751459549624997e+03,7.262962466344548007e-01,-9.064840298320326872e-08,-4.391020743307462229e-09,-6.313411816809041205e-08
5.876753127606338239e+03,7.262962510844248598e-01,-8.909899445121844864e-08,-5.124318929678918608e-09,-5.902428955116871536e-08
5.876754795663052391e+03,7.262962552644351977e-01,-8.762968489511969890e-08,-5.810074996254086455e-09,-5.516418236437819691e-08
5.876756463719766543e+03,7.262962591900060660e-01,-8.623599054809614278e-08,-6.451006467072413662e-09,-5.153947896534587006e-08
5.876758131776480695e+03,7.262962628758231620e-01,-8.491366412280390936e-08,-7.049687237148569454e-09,-4.813662955431039818e-08
5.876759799833193938e+03,7.262962663357779292e-01,-8.365868337423965339e-08,-7.608554502074551545e-09,-4.494281246710612627e-08
5.876761467889908090e+03,7.262962695830069704e-01,-8.246724021562208707e-08,-8.129915373791022345e-09,-4.194589857037429604e-08
5.876763135946622242e+03,7.262962726299326821e-01,-8.133573032874212375e-08,-8.615953185914847108e-09,-3.913441873952508951e-08
5.876764804003336394e+03,7.262962754882948957e-01,-8.026074311527639373e-08,-9.068733594871433344e-09,-3.649752826485856890e-08
5.876766472060049637e+03,7.262962781691890690e-01,-7.923905218227738980e-08,-9.490210356818947086e-09,-3.402497705680844627e-08
5.876768140116763789e+03,7.262962806830974838e-01,-7.826760620124341789e-08,-9.882230877856632650e-09,-3.170707947823453335e-08
5.876769808173477941e+03,7.262962830399199987e-01,-7.734352015012858290e-08,-1.024654153350543226e-08,-2.953468439200798416e-08
5.876771476230192093e+03,7.262962852490052468e-01,-7.646406699187087310e-08,-1.058479272174639161e-08,-2.749914897892300268e-08
5.876773144286905335e+03,7.262962873191789459e-01,-7.562666971102793397e-08,-1.089854369982358122e-08,-2.559231299496512927e-08
5.876774812343619487e+03,7.262962892587705444e-01,-7.482889368520830543e-08,-1.118926721749283107e-08,-2.380647324062536462e-08
5.876776480400333639e+03,7.262962910756382007e-01,-7.406843939062748417e-08,-1.145835394898787530e-08,-2.213435842686584688e-08
5.876778148457047791e+03,7.262962927771966504e-01,-7.334313555059854431e-08,-1.170711665386622250e-08,-2.056911049892135076e-08
5.876779816513761034e+03,7.262962943704367458e-01,-7.265093242082175545e-08,-1.193679425750056050e-08,-1.910425842395634815e-08
5.876781484570475186e+03,7.262962958619506582e-01,-7.198989556108756902e-08,-1.214855563393298268e-08,-1.773370144813205426e-08
5.876783152627189338e+03,7.262962972579518617e-01,-7.135819976910079755e-08,-1.234350329279778146e-08,-1.645168698783150830e-08
5.876784820683903490e+03,7.262962985642950065e-01,-7.075412337518249293e-08,-1.252267684540447842e-08,-1.525279325405366024e-08
5.876786488740616733e+03,7.262962997864967907e-01,-7.017604278517307168e-08,-1.268705632092203917e-08,-1.413191161256975258e-08
5.876788156797330885e+03,7.262963009297527250e-01,-6.962242728061750245e-08,-1.283756532589957351e-08,-1.308422973591978407e-08
5.876789824854045037e+03,7.262963019989560065e-01,-6.909183407327431977e-08,-1.297507405043500270e-08,-1.210521565563203121e-08
5.876791492910759189e+03,7.262963029987108410e-01,-6.858290355550510961e-08,-1.310040215473931295e-08,-1.119060064610894241e-08
5.876793160967473341e+03,7.262963039333527604e-01,-6.809435489829910138e-08,-1.321432144405264168e-08,-1.033636852196651972e-08
5.876794829024186583e+03,7.262963048069599470e-01,-6.762498171933334257e-08,-1.331755850228127025e-08,-9.538738427529688712e-09
5.876796497080900735e+03,7.262963056233693315e-01,-6.717364808356307933e-08,-1.341079712237339588e-08,-8.794154315848742900e-09
5.876798165137614887e+03,7.262963063861891388e-01,-6.673928461643809807e-08,-1.349468066985741956e-08,-8.099270664214120781e-09
5.876799833194329040e+03,7.262963070988112113e-01,-6.632088486287248140e-08,-1.356981429563192267e-08,-7.450941540471175883e-09
5.876801501251042282e+03,7.262963077644251086e-01,-6.591750183350320873e-08,-1.363676703755461370e-08,-6.846210342887213485e-09
5.876803169307756434e+03,7.262963083860257685e-01,-6.552824464058601852e-08,-1.369607385819087997e-08,-6.282296154522781765e-09
5.876804837364470586e+03,7.262963089664302707e-01,-6.515227548522477432e-08,-1.374823748800061994e-08,-5.756589370428928879e-09
5.876806505421184738e+03,7.262963095082812792e-01,-6.478880654863886673e-08,-1.379373030778563174e-08,-5.266635074841833145e-09
5.876808173477897981e+03,7.262963100140626960e-01,-6.443709728324607490e-08,-1.383299597959640491e-08,-4.810130446142504376e-09
5.876809841534612133e+03,7.262963104861049901e-01,-6.409645171966227547e-08,-1.386645115910571893e-08,-4.384911942946560720e-09
5.876811509591326285e+03,7.262963109265947459e-01,-6.376621585871273990e-08,-1.389448696736199406e-08,-3.988948134123279156e-09
5.876813177648040437e+03,7.262963113375869861e-01,-6.344577540546200827e-08,-1.391747043517730730e-08,-3.620335587420021944e-09
5.876814845704753679e+03,7.262963117210051722e-01,-6.313455335651716904e-08,-1.393574597775302204e-08,-3.277285044124945600e-09
5.876816513761467832e+03,7.262963120786567472e-01,-6.283200796767079618e-08,-1.394963659373213401e-08,-2.958121352729091076e-09
5.876818181818181984e+03,7.262963124122334690e-01,-6.253763062211999271e-08,-1.395944521137325938e-08,-2.661270795567289334e-09
5.876819849874896136e+03,7.262963127233231786e-01,-6.225094397736438259e-08,-1.396545574889694324e-08,-2.385260727360911933e-09
5.876821517931609378e+03,7.262963130134114653e-01,-6.197150005741618797e-08,-1.396793435827947193e-08,-2.128707794174753319e-09
5.876823185988323530e+03,7.262963132838953229e-01,-6.169887868342891361e-08,-1.396713026012870708e-08,-1.890321723203053801e-09
5.876824854045037682e+03,7.262963135360755995e-01,-6.143268558788026609e-08,-1.396327703990320895e-08,-1.668885495378016064e-09
5.876826522101751834e+03,7.262963137711795358e-01,-6.117255119811630836e-08,-1.395659327088419360e-08,-1.463268999286629457e-09
5.876828190158465077e+03,7.262963139903459986e-01,-6.091812881140026075e-08,-1.394728367498291187e-08,-1.272404035242183133e-09
5.876829858215179229e+03,7.262963141946475742e-01,-6.066909351813097237e-08,-1.393553975468672053e-08,-1.095297127487378885e-09
5.876831526271893381e+03,7.262963143850865722e-01,-6.042514079944101647e-08,-1.392154067027213929e-08,-9.310179851660206036e-10
5.876833194328607533e+03,7.262963145626016859e-01,-6.018598529022614375e-08,-1.390545397572564897e-08,-7.786964558994049948e-10
5.876834862385320776e+03,7.262963147280693255e-01,-5.995135960574430690e-08,-1.388743633943555842e-08,-6.375176108575422666e-10
5.876836530442034928e+03,7.262963148823052828e-01,-5.972101320316690411e-08,-1.386763422568555418e-08,-5.067160550977698403e-10
5.876838198498749080e+03,7.262963150260598466e-01,-5.949471120071094350e-08,-1.384618463539616980e-08,-3.855638518393632682e-10
5.876839866555463232e+03,7.262963151601211642e-01,-5.927223518926871311e-08,-1.382321456629924374e-08,-2.734665747706606408e-10
5.876841534612176474e+03,7.262963152850682169e-01,-5.905337785857365588e-08,-1.379884435704654570e-08,-1.697132691743114810e-10
5.876843202668890626e+03,7.262963154015706913e-01,-5.883794743265677323e-08,-1.377318491073365911e-08,-7.376758314450739471e-11
5.876844870725604778e+03,7.262963155102013513e-01,-5.862576344941349904e-08,-1.374634031010679920e-08,1.492409178266767296e-11
5.876846538782318930e+03,7.262963156115088692e-01,-5.841665726651910158e-08,-1.371840749191756366e-08,9.686401369322417816e-11
5.876848206839032173e+03,7.262963157060012831e-01,-5.821047098155859492e-08,-1.368947690798926026e-08,1.725256284952200118e-10
5.876849874895746325e+03,7.262963157941556558e-01,-5.800705689654437473e-08,-1.365963284838085598e-08,2.423475213265609852e-10
5.876851542952460477e+03,7.262963158764077498e-01,-5.780627665748162161e-08,-1.362895396813809737e-08,3.067481743796450303e-10
5.876853211009174629e+03,7.262963159531763413e-01,-5.760800104578338719e-08,-1.359751341127863823e-08,3.661054657713143872e-10
5.876854879065887872e+03,7.262963160248450123e-01,-5.741210905168192358e-08,-1.356537937573413185e-08,4.207790384077038762e-10
5.876856547122602024e+03,7.262963160917716987e-01,-5.721848749613910285e-08,-1.353261534175965498e-08,4.711034042368321306e-10
5.876858215179316176e+03,7.262963161542917989e-01,-5.702703054362456898e-08,-1.349928036924528158e-08,5.173885689811536243e-10
5.876859883236030328e+03,7.262963162127175076e-01,-5.683763919799627733e-08,-1.346542940091364881e-08,5.599237971489438002e-10
5.876861551292743570e+03,7.262963162673377049e-01,-5.665022083269357119e-08,-1.343111355376687985e-08,5.989805293503804443e-10
5.876863219349457722e+03,7.262963163184237292e-01,-5.646468885522948277e-08,-1.339638031808754001e-08,6.348091937697573685e-10
5.876864887406171874e+03,7.262963163662270460e-01,-5.628096225761027494e-08,-1.336127383012712486e-08,6.676439581551606311e-10
5.876866555462886026e+03,7.262963164109830227e-01,-5.609896529494959464e-08,-1.332583507533736359e-08,6.977016691260011454e-10
5.876868223519599269e+03,7.262963164529078197e-01,-5.591862706669558887e-08,-1.329010213588793201e-08,7.251871766471220341e-10
5.876869891576313421e+03,7.262963164922066062e-01,-5.573988131667242583e-08,-1.325411030705234952e-08,7.502868300977383624e-10
5.876871559633027573e+03,7.262963165290662326e-01,-5.556266601194551247e-08,-1.321789236092408886e-08,7.731774002999505899e-10
5.876873227689741725e+03,7.262963165636632246e-01,-5.538692314148073062e-08,-1.318147867046072795e-08,7.940217084606194457e-10
5.876874895746454968e+03,7.262963165961616729e-01,-5.521259844017529928e-08,-1.314489736851764316e-08,8.129699427227835598e-10
5.876876563803169120e+03,7.262963166267103476e-01,-5.503964106514941661e-08,-1.310817455866200297e-08,8.301660322411214147e-10
5.876878231859883272e+03,7.262963166554539107e-01,-5.486800351781914278e-08,-1.307133434272697634e-08,8.457375677791045810e-10
5.876879899916597424e+03,7.262963166825209260e-01,-5.469764125927990781e-08,-1.303439906912178543e-08,8.598078296306181573e-10
5.876881567973310666e+03,7.262963167080332960e-01,-5.452851260470135538e-08,-1.299738939103750690e-08,8.724900416658440693e-10
